customer_id,customer_fname,customer_lname,customer_email,customer_password,customer_segment_id,customer_address_id
63,Aaron,Smith,XXXXXXXXX,XXXXXXXXX,3,2364
64,Mary,Reynolds,XXXXXXXXX,XXXXXXXXX,2,2595
65,Jennifer,Smith,XXXXXXXXX,XXXXXXXXX,1,11381
66,Mary,Booth,XXXXXXXXX,XXXXXXXXX,3,14442
67,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,2,12786
68,Mary,Oneal,XXXXXXXXX,XXXXXXXXX,1,4967
69,Megan,Smith,XXXXXXXXX,XXXXXXXXX,1,12598
70,Mary,Simmons,XXXXXXXXX,XXXXXXXXX,2,8594
71,Charles,Smith,XXXXXXXXX,XXXXXXXXX,2,9621
72,Frank,Gillespie,XXXXXXXXX,XXXXXXXXX,1,8138
73,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,13278
74,Alice,Rush,XXXXXXXXX,XXXXXXXXX,2,5685
75,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,972
76,Joseph,Young,XXXXXXXXX,XXXXXXXXX,1,12239
77,Shirley,Dalton,XXXXXXXXX,XXXXXXXXX,2,51
78,Jeremy,Smith,XXXXXXXXX,XXXXXXXXX,3,3147
79,Mary,Watkins,XXXXXXXXX,XXXXXXXXX,1,632
80,Joe,Parsons,XXXXXXXXX,XXXXXXXXX,2,5274
81,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,13710
82,Jonathan,Cook,XXXXXXXXX,XXXXXXXXX,1,12816
83,Mary,Wong,XXXXXXXXX,XXXXXXXXX,2,13963
84,Douglas,Smith,XXXXXXXXX,XXXXXXXXX,1,10402
85,Mary,Perez,XXXXXXXXX,XXXXXXXXX,1,7730
86,John,Smith,XXXXXXXXX,XXXXXXXXX,2,14374
87,Gloria,Brown,XXXXXXXXX,XXXXXXXXX,2,5509
88,Mary,Henry,XXXXXXXXX,XXXXXXXXX,2,11575
89,Sean,Smith,XXXXXXXXX,XXXXXXXXX,1,14955
90,Mary,Hurley,XXXXXXXXX,XXXXXXXXX,1,10602
91,Ashley,Smith,XXXXXXXXX,XXXXXXXXX,1,6527
92,Alexander,Medina,XXXXXXXXX,XXXXXXXXX,3,3310
93,Mary,Robbins,XXXXXXXXX,XXXXXXXXX,2,6630
94,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,15117
95,Susan,Williams,XXXXXXXXX,XXXXXXXXX,2,4672
96,Virginia,Smith,XXXXXXXXX,XXXXXXXXX,3,9524
97,Mary,Rhodes,XXXXXXXXX,XXXXXXXXX,2,866
98,William,Smith,XXXXXXXXX,XXXXXXXXX,1,6704
99,Betty,Munoz,XXXXXXXXX,XXXXXXXXX,1,16106
100,George,Barrett,XXXXXXXXX,XXXXXXXXX,1,5733
101,Mary,Briggs,XXXXXXXXX,XXXXXXXXX,2,13509
102,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,2,8260
103,Mary,Williams,XXXXXXXXX,XXXXXXXXX,2,6510
104,Debra,Wood,XXXXXXXXX,XXXXXXXXX,3,13339
105,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,14206
106,Lauren,Freeman,XXXXXXXXX,XXXXXXXXX,2,3273
107,Mary,Weaver,XXXXXXXXX,XXXXXXXXX,1,835
108,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,1,6690
109,Mary,Thompson,XXXXXXXXX,XXXXXXXXX,2,14109
110,David,Miranda,XXXXXXXXX,XXXXXXXXX,2,917
111,Frank,Smith,XXXXXXXXX,XXXXXXXXX,2,14292
112,Mary,Daniels,XXXXXXXXX,XXXXXXXXX,1,16209
113,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,1,2707
114,Alice,Warner,XXXXXXXXX,XXXXXXXXX,3,6649
115,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,1186
116,John,Hill,XXXXXXXXX,XXXXXXXXX,3,5514
117,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,9485
118,Katherine,Olson,XXXXXXXXX,XXXXXXXXX,1,15645
119,Mary,Rosario,XXXXXXXXX,XXXXXXXXX,1,8479
120,Nancy,Smith,XXXXXXXXX,XXXXXXXXX,1,12704
121,Mary,Yoder,XXXXXXXXX,XXXXXXXXX,2,4618
122,Karen,Smith,XXXXXXXXX,XXXXXXXXX,1,12115
123,Mary,Mann,XXXXXXXXX,XXXXXXXXX,2,12328
124,Judy,Smith,XXXXXXXXX,XXXXXXXXX,1,14926
125,Mary,Gallagher,XXXXXXXXX,XXXXXXXXX,1,16232
126,Austin,Smith,XXXXXXXXX,XXXXXXXXX,3,13859
127,Mary,Martin,XXXXXXXXX,XXXXXXXXX,3,6216
128,Rose,Lopez,XXXXXXXXX,XXXXXXXXX,1,15712
129,Crystal,Smith,XXXXXXXXX,XXXXXXXXX,3,4835
130,Mary,Holland,XXXXXXXXX,XXXXXXXXX,3,16410
131,Brenda,Cline,XXXXXXXXX,XXXXXXXXX,1,14067
132,Eric,Smith,XXXXXXXXX,XXXXXXXXX,2,326
133,Mary,Lopez,XXXXXXXXX,XXXXXXXXX,1,15559
134,Donna,Gomez,XXXXXXXXX,XXXXXXXXX,1,1315
135,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,15815
136,Ryan,Griffin,XXXXXXXXX,XXXXXXXXX,2,12851
137,Jonathan,Perkins,XXXXXXXXX,XXXXXXXXX,1,1568
138,Mary,Dawson,XXXXXXXXX,XXXXXXXXX,1,15680
139,Daniel,Maxwell,XXXXXXXXX,XXXXXXXXX,3,15550
140,Amanda,Smith,XXXXXXXXX,XXXXXXXXX,2,8844
141,Mary,Mcmahon,XXXXXXXXX,XXXXXXXXX,1,1007
142,Heather,Smith,XXXXXXXXX,XXXXXXXXX,1,13148
143,Mary,Byrd,XXXXXXXXX,XXXXXXXXX,2,12585
144,David,Smith,XXXXXXXXX,XXXXXXXXX,2,13413
145,Joan,Walters,XXXXXXXXX,XXXXXXXXX,1,13448
146,Amber,Mercado,XXXXXXXXX,XXXXXXXXX,3,773
147,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,6365
148,Stephanie,Richards,XXXXXXXXX,XXXXXXXXX,1,2679
149,Shirley,Mcclain,XXXXXXXXX,XXXXXXXXX,3,16020
150,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,8652
151,Lisa,Shaw,XXXXXXXXX,XXXXXXXXX,1,16152
152,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,13486
153,Andrew,Marshall,XXXXXXXXX,XXXXXXXXX,3,13691
154,Emily,May,XXXXXXXXX,XXXXXXXXX,2,10666
155,Brittany,Juarez,XXXXXXXXX,XXXXXXXXX,1,1531
156,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,2400
157,Catherine,Chan,XXXXXXXXX,XXXXXXXXX,2,11373
158,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,8548
159,John,Love,XXXXXXXXX,XXXXXXXXX,2,7544
160,Ashley,Smith,XXXXXXXXX,XXXXXXXXX,3,4061
161,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,10991
162,John,Garcia,XXXXXXXXX,XXXXXXXXX,2,8389
163,Austin,Diaz,XXXXXXXXX,XXXXXXXXX,1,10925
164,Mary,Carlson,XXXXXXXXX,XXXXXXXXX,1,6546
165,Joseph,Ewing,XXXXXXXXX,XXXXXXXXX,1,11389
166,Steven,Smith,XXXXXXXXX,XXXXXXXXX,1,3318
167,Stephanie,Rodriguez,XXXXXXXXX,XXXXXXXXX,2,15159
168,Eric,Morris,XXXXXXXXX,XXXXXXXXX,1,3526
169,Debra,Mccarthy,XXXXXXXXX,XXXXXXXXX,2,3959
170,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,1942
171,Evelyn,Potter,XXXXXXXXX,XXXXXXXXX,1,1269
172,Lauren,Rush,XXXXXXXXX,XXXXXXXXX,3,9783
173,Jose,Smith,XXXXXXXXX,XXXXXXXXX,1,4461
174,Mary,Perez,XXXXXXXXX,XXXXXXXXX,3,10049
175,Ronald,Guzman,XXXXXXXXX,XXXXXXXXX,3,13405
176,Amy,Smith,XXXXXXXXX,XXXXXXXXX,2,968
177,Mary,Melendez,XXXXXXXXX,XXXXXXXXX,1,11214
179,Mary,Rodgers,XXXXXXXXX,XXXXXXXXX,1,14598
180,Juan,Smith,XXXXXXXXX,XXXXXXXXX,2,1982
181,Mary,Jones,XXXXXXXXX,XXXXXXXXX,3,1345
182,James,Ortiz,XXXXXXXXX,XXXXXXXXX,1,11863
183,Wayne,Smith,XXXXXXXXX,XXXXXXXXX,1,5914
184,Mary,Boyd,XXXXXXXXX,XXXXXXXXX,1,4693
185,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,1,15241
186,Diane,Jones,XXXXXXXXX,XXXXXXXXX,3,12134
187,Mildred,Herrera,XXXXXXXXX,XXXXXXXXX,1,14338
188,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,12381
189,Angela,Peterson,XXXXXXXXX,XXXXXXXXX,2,6370
190,Mary,Hayes,XXXXXXXXX,XXXXXXXXX,2,5086
191,Victoria,Smith,XXXXXXXXX,XXXXXXXXX,3,13445
192,Mary,Hall,XXXXXXXXX,XXXXXXXXX,3,4213
193,Melissa,Flores,XXXXXXXXX,XXXXXXXXX,2,932
194,Mary,Bates,XXXXXXXXX,XXXXXXXXX,1,394
195,Richard,Smith,XXXXXXXXX,XXXXXXXXX,2,15327
196,Thomas,Watson,XXXXXXXXX,XXXXXXXXX,3,5872
197,Ruth,Smith,XXXXXXXXX,XXXXXXXXX,1,2453
198,Mary,Joseph,XXXXXXXXX,XXXXXXXXX,3,7687
199,Cynthia,Horn,XXXXXXXXX,XXXXXXXXX,3,14890
200,Keith,Smith,XXXXXXXXX,XXXXXXXXX,1,15275
201,Mary,Grimes,XXXXXXXXX,XXXXXXXXX,1,1591
202,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,3,9133
203,Madison,Blankenship,XXXXXXXXX,XXXXXXXXX,3,8478
204,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,10332
205,Ryan,Garcia,XXXXXXXXX,XXXXXXXXX,2,14918
206,Mary,West,XXXXXXXXX,XXXXXXXXX,1,8018
207,Jose,Powers,XXXXXXXXX,XXXXXXXXX,2,5418
208,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,5165
209,Thomas,Moore,XXXXXXXXX,XXXXXXXXX,1,3373
210,Jonathan,Burns,XXXXXXXXX,XXXXXXXXX,2,6138
211,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,7079
212,Roger,Johnson,XXXXXXXXX,XXXXXXXXX,1,8885
213,Mary,Mclaughlin,XXXXXXXXX,XXXXXXXXX,2,5236
214,Lauren,Booth,XXXXXXXXX,XXXXXXXXX,3,3867
215,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,8206
216,Martha,Davis,XXXXXXXXX,XXXXXXXXX,3,11899
217,Mary,Hughes,XXXXXXXXX,XXXXXXXXX,2,904
218,Charles,Tyler,XXXXXXXXX,XXXXXXXXX,1,7223
220,Janet,Smith,XXXXXXXXX,XXXXXXXXX,1,6768
221,Mary,Cox,XXXXXXXXX,XXXXXXXXX,1,11887
222,Frank,Ruiz,XXXXXXXXX,XXXXXXXXX,2,16340
223,Ralph,Smith,XXXXXXXXX,XXXXXXXXX,3,11643
224,Mary,Hernandez,XXXXXXXXX,XXXXXXXXX,2,14368
225,Megan,Watson,XXXXXXXXX,XXXXXXXXX,2,11671
226,Rose,Sanders,XXXXXXXXX,XXXXXXXXX,1,6689
227,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,9584
228,Jessica,Clark,XXXXXXXXX,XXXXXXXXX,1,7902
229,Mary,Garrett,XXXXXXXXX,XXXXXXXXX,1,6113
230,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,1,9093
231,Mary,Conner,XXXXXXXXX,XXXXXXXXX,1,3195
232,Gloria,Bean,XXXXXXXXX,XXXXXXXXX,2,5908
233,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,2,10090
234,Mary,Giles,XXXXXXXXX,XXXXXXXXX,1,4916
235,David,Smith,XXXXXXXXX,XXXXXXXXX,1,11965
236,Ashley,Clark,XXXXXXXXX,XXXXXXXXX,3,11197
237,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,4093
238,Charles,Turner,XXXXXXXXX,XXXXXXXXX,2,12451
239,Mary,Simpson,XXXXXXXXX,XXXXXXXXX,2,8554
240,David,Smith,XXXXXXXXX,XXXXXXXXX,1,218
241,Janet,Carter,XXXXXXXXX,XXXXXXXXX,2,15486
242,Mary,Stein,XXXXXXXXX,XXXXXXXXX,2,8061
243,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,1,12285
244,Mary,Hutchinson,XXXXXXXXX,XXXXXXXXX,3,6515
245,Deborah,Smith,XXXXXXXXX,XXXXXXXXX,1,10179
246,Mary,Wood,XXXXXXXXX,XXXXXXXXX,1,16139
247,Angela,Smith,XXXXXXXXX,XXXXXXXXX,1,12618
248,Christina,Walsh,XXXXXXXXX,XXXXXXXXX,2,5120
249,Mary,Randolph,XXXXXXXXX,XXXXXXXXX,1,9423
250,Julie,Smith,XXXXXXXXX,XXXXXXXXX,1,6086
251,Kelly,Adams,XXXXXXXXX,XXXXXXXXX,2,8734
252,Mary,Frazier,XXXXXXXXX,XXXXXXXXX,2,11382
253,Nancy,Smith,XXXXXXXXX,XXXXXXXXX,1,13520
254,Diana,Hale,XXXXXXXXX,XXXXXXXXX,1,9280
255,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,10855
256,David,Rodriguez,XXXXXXXXX,XXXXXXXXX,1,12236
257,Mary,Harrison,XXXXXXXXX,XXXXXXXXX,1,14988
258,Aaron,Kennedy,XXXXXXXXX,XXXXXXXXX,2,14455
259,Mary,Bates,XXXXXXXXX,XXXXXXXXX,1,5092
260,Kenneth,Smith,XXXXXXXXX,XXXXXXXXX,2,11152
261,Mary,Parker,XXXXXXXXX,XXXXXXXXX,2,10260
262,Mary,Morgan,XXXXXXXXX,XXXXXXXXX,3,13548
263,Margaret,Bradley,XXXXXXXXX,XXXXXXXXX,1,11989
264,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,11505
265,Michelle,Solis,XXXXXXXXX,XXXXXXXXX,3,4354
266,Mary,Knapp,XXXXXXXXX,XXXXXXXXX,2,13740
267,Richard,Smith,XXXXXXXXX,XXXXXXXXX,1,12215
268,Mary,Miller,XXXXXXXXX,XXXXXXXXX,3,2749
269,Jeffrey,Simon,XXXXXXXXX,XXXXXXXXX,1,7153
270,Janet,Smith,XXXXXXXXX,XXXXXXXXX,1,4273
271,Justin,White,XXXXXXXXX,XXXXXXXXX,2,7361
272,Mary,Long,XXXXXXXXX,XXXXXXXXX,2,5625
273,Benjamin,Smith,XXXXXXXXX,XXXXXXXXX,2,14645
274,Mary,Moyer,XXXXXXXXX,XXXXXXXXX,1,7765
275,Robert,Smith,XXXXXXXXX,XXXXXXXXX,1,15750
276,Christina,Wright,XXXXXXXXX,XXXXXXXXX,2,6682
277,Roger,Hunt,XXXXXXXXX,XXXXXXXXX,2,2057
278,Mary,Graves,XXXXXXXXX,XXXXXXXXX,1,10113
279,Anna,Smith,XXXXXXXXX,XXXXXXXXX,1,11778
280,Mary,Ortiz,XXXXXXXXX,XXXXXXXXX,2,7406
281,Stephanie,Smith,XXXXXXXXX,XXXXXXXXX,2,9019
282,Zachary,Pugh,XXXXXXXXX,XXXXXXXXX,3,451
283,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,16118
284,John,Harrington,XXXXXXXXX,XXXXXXXXX,1,13190
285,Shirley,Smith,XXXXXXXXX,XXXXXXXXX,1,12179
286,Mary,Baker,XXXXXXXXX,XXXXXXXXX,2,1467
287,Andrew,Salazar,XXXXXXXXX,XXXXXXXXX,1,5427
288,Judith,Smith,XXXXXXXXX,XXXXXXXXX,1,4045
289,Diana,Richards,XXXXXXXXX,XXXXXXXXX,2,4687
290,Mary,Garza,XXXXXXXXX,XXXXXXXXX,1,1738
291,John,Smith,XXXXXXXXX,XXXXXXXXX,2,15966
292,Mary,Estrada,XXXXXXXXX,XXXXXXXXX,3,9351
293,Christopher,Prince,XXXXXXXXX,XXXXXXXXX,2,1870
294,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,9429
295,Julie,Tanner,XXXXXXXXX,XXXXXXXXX,3,13189
296,Mary,Mullen,XXXXXXXXX,XXXXXXXXX,2,11761
297,Catherine,Smith,XXXXXXXXX,XXXXXXXXX,2,3856
298,Mary,Logan,XXXXXXXXX,XXXXXXXXX,2,12354
299,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,1,12311
300,Mary,Key,XXXXXXXXX,XXXXXXXXX,1,10586
301,Arthur,Smith,XXXXXXXXX,XXXXXXXXX,3,11110
302,Mary,Nguyen,XXXXXXXXX,XXXXXXXXX,2,4649
303,Thomas,Rowe,XXXXXXXXX,XXXXXXXXX,1,4084
304,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,3,4194
305,Mary,Lawrence,XXXXXXXXX,XXXXXXXXX,1,678
306,Alan,Boyle,XXXXXXXXX,XXXXXXXXX,3,12026
307,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,2607
308,Alan,Berger,XXXXXXXXX,XXXXXXXXX,3,6833
309,Phillip,Smith,XXXXXXXXX,XXXXXXXXX,2,6795
310,Mary,Fox,XXXXXXXXX,XXXXXXXXX,2,583
311,Michael,Townsend,XXXXXXXXX,XXXXXXXXX,3,9935
312,Jack,Smith,XXXXXXXXX,XXXXXXXXX,1,2093
313,Mary,Stark,XXXXXXXXX,XXXXXXXXX,1,6590
314,Maria,Smith,XXXXXXXXX,XXXXXXXXX,1,10559
315,Danielle,Hampton,XXXXXXXXX,XXXXXXXXX,3,1659
316,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,7584
317,Deborah,Salazar,XXXXXXXXX,XXXXXXXXX,1,3126
318,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,1,5396
319,Arthur,Brown,XXXXXXXXX,XXXXXXXXX,2,16247
320,Mary,Brooks,XXXXXXXXX,XXXXXXXXX,1,5626
321,David,Smith,XXXXXXXXX,XXXXXXXXX,1,2352
322,Barbara,Kemp,XXXXXXXXX,XXXXXXXXX,1,7344
323,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,1,4963
324,Jean,Clay,XXXXXXXXX,XXXXXXXXX,2,11011
325,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,3246
326,Shirley,Stafford,XXXXXXXXX,XXXXXXXXX,1,9381
327,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,7260
328,William,Morrison,XXXXXXXXX,XXXXXXXXX,1,7387
329,Samantha,Higgins,XXXXXXXXX,XXXXXXXXX,1,7624
330,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,9263
331,Alexander,Russell,XXXXXXXXX,XXXXXXXXX,3,4133
332,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,13657
333,Elizabeth,Ferguson,XXXXXXXXX,XXXXXXXXX,1,10930
334,Kathleen,Oconnor,XXXXXXXXX,XXXXXXXXX,1,9500
335,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,196
336,Ruth,Armstrong,XXXXXXXXX,XXXXXXXXX,1,9638
337,Mary,Neal,XXXXXXXXX,XXXXXXXXX,2,15611
338,Ryan,Smith,XXXXXXXXX,XXXXXXXXX,1,8051
340,Theresa,Wiggins,XXXXXXXXX,XXXXXXXXX,1,2513
341,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,782
342,Jerry,Jackson,XXXXXXXXX,XXXXXXXXX,3,2982
343,Douglas,Joseph,XXXXXXXXX,XXXXXXXXX,2,11653
344,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,11603
345,John,Howard,XXXXXXXXX,XXXXXXXXX,2,7997
346,Edward,Stephens,XXXXXXXXX,XXXXXXXXX,1,7783
347,Bryan,Marsh,XXXXXXXXX,XXXXXXXXX,3,9256
348,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,1955
349,Aaron,Berger,XXXXXXXXX,XXXXXXXXX,1,2126
350,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,1478
351,John,Singh,XXXXXXXXX,XXXXXXXXX,2,11903
352,Gregory,Smith,XXXXXXXXX,XXXXXXXXX,3,10709
353,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,2635
354,Edward,Peterson,XXXXXXXXX,XXXXXXXXX,3,336
355,Katherine,Barker,XXXXXXXXX,XXXXXXXXX,1,10417
356,Roger,Smith,XXXXXXXXX,XXXXXXXXX,1,14006
357,Mary,King,XXXXXXXXX,XXXXXXXXX,3,2425
358,Megan,Lynch,XXXXXXXXX,XXXXXXXXX,1,15594
359,Mary,Pena,XXXXXXXXX,XXXXXXXXX,1,12588
361,Alexander,Shaw,XXXXXXXXX,XXXXXXXXX,1,9718
362,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,1016
363,Jennifer,Obrien,XXXXXXXXX,XXXXXXXXX,1,16273
364,Jason,Mcmahon,XXXXXXXXX,XXXXXXXXX,3,10009
365,Shirley,Smith,XXXXXXXXX,XXXXXXXXX,1,238
366,Larry,Williamson,XXXXXXXXX,XXXXXXXXX,2,6068
367,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2,16135
368,Pamela,Flores,XXXXXXXXX,XXXXXXXXX,2,13282
369,Madison,Sheppard,XXXXXXXXX,XXXXXXXXX,2,5827
370,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,9690
371,Adam,Marquez,XXXXXXXXX,XXXXXXXXX,2,309
372,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,10828
373,George,Sandoval,XXXXXXXXX,XXXXXXXXX,1,11926
374,Mary,Camacho,XXXXXXXXX,XXXXXXXXX,3,5615
375,Mark,Smith,XXXXXXXXX,XXXXXXXXX,3,11847
376,Grace,Sanchez,XXXXXXXXX,XXXXXXXXX,3,10245
377,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,4117
378,John,Stewart,XXXXXXXXX,XXXXXXXXX,3,2206
379,David,Briggs,XXXXXXXXX,XXXXXXXXX,3,5223
380,Linda,Smith,XXXXXXXXX,XXXXXXXXX,2,10146
381,Katherine,Moore,XXXXXXXXX,XXXXXXXXX,1,4457
382,Mary,Lane,XXXXXXXXX,XXXXXXXXX,1,12320
383,Evelyn,Smith,XXXXXXXXX,XXXXXXXXX,2,14555
384,Mildred,Cunningham,XXXXXXXXX,XXXXXXXXX,1,13086
385,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1,14524
386,Janet,Wallace,XXXXXXXXX,XXXXXXXXX,1,5528
387,Mary,Levy,XXXXXXXXX,XXXXXXXXX,1,15529
388,Robert,Smith,XXXXXXXXX,XXXXXXXXX,1,4528
389,Angela,Sanford,XXXXXXXXX,XXXXXXXXX,1,1713
390,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3,7152
391,Gloria,Greene,XXXXXXXXX,XXXXXXXXX,1,9782
392,Beverly,Hanson,XXXXXXXXX,XXXXXXXXX,1,6738
393,Mary,Chambers,XXXXXXXXX,XXXXXXXXX,2,8998
394,David,Smith,XXXXXXXXX,XXXXXXXXX,1,841
