customer_address_id,street,city,state,zipcode,country,latitude,longitude
27,1011 Iron Pioneer Autoroute,Caguas,PR,725.0,Puerto Rico,18.26387405,-66.3706131
28,1014 Colonial Cider Terrace,Brooklyn,NY,11212.0,EE. UU.,40.66080093,-73.92007446
29,1014 Easy Spring Cape,Folsom,CA,95630.0,EE. UU.,38.66856766,-121.182663
30,1014 Easy Spring Cape,Mililani,HI,96789.0,EE. UU.,21.4479599,-158.016037
31,1017 Quiet Villas,Brooklyn,NY,11206.0,EE. UU.,40.64873886,-73.94348145
32,1017 Quiet Villas,Caguas,PR,725.0,Puerto Rico,18.22804833,-66.37052155
33,1017 Quiet Villas,Caguas,PR,725.0,Puerto Rico,18.25918579,-66.03705597
34,1017 Quiet Villas,Caguas,PR,725.0,Puerto Rico,18.26373863,-66.0370636
35,1017 Quiet Villas,Caguas,PR,725.0,Puerto Rico,18.28994179,-66.37063599
36,1017 Round Ledge,Miami,FL,33142.0,EE. UU.,25.80413055,-80.2290802
37,1017 Round Ledge,York,PA,17402.0,EE. UU.,39.95468903,-76.65161133
38,1018 Colonial Nectar Subdivision,Caguas,PR,725.0,Puerto Rico,18.23957062,-66.3706131
39,1019 Crystal Fox Maze,Elyria,OH,44035.0,EE. UU.,41.41402817,-82.07706451
40,1019 Crystal Fox Maze,Tempe,AZ,85282.0,EE. UU.,33.44208145,-111.9234924
41,1019 Grand Shadow Wynd,Caguas,PR,725.0,Puerto Rico,18.22048569,-66.3706131
42,1019 Grand Shadow Wynd,Chicago,IL,60610.0,EE. UU.,41.89626312,-87.6532135
43,1019 Grand Shadow Wynd,Chillicothe,OH,45601.0,EE. UU.,39.42864227,-82.93689728
44,1020 Shady Green,Caguas,PR,725.0,Puerto Rico,18.20825195,-66.3706131
45,1020 Shady Green,Caguas,PR,725.0,Puerto Rico,18.25443649,-66.03705597
46,1020 Shady Green,Caguas,PR,725.0,Puerto Rico,18.27994919,-66.03705597
47,1020 Silent Diversion,Caguas,PR,725.0,Puerto Rico,18.29540825,-66.3706131
48,1020 Stony Loop,West Lafayette,IN,47906.0,EE. UU.,40.41675949,-87.09310913
49,1021 Silver Log Cape,Caguas,PR,725.0,Puerto Rico,18.21637917,-66.37059784
50,1021 Silver Log Cape,Caguas,PR,725.0,Puerto Rico,18.22279358,-66.03705597
51,1021 Silver Log Cape,Caguas,PR,725.0,Puerto Rico,18.22769547,-66.04356384
52,1021 Silver Log Cape,Simi Valley,CA,93065.0,EE. UU.,34.27391052,-118.7662125
53,1022 Dusty Glen,Caguas,PR,725.0,Puerto Rico,18.29064941,-66.3706131
54,1022 Dusty Glen,Costa Mesa,CA,92626.0,EE. UU.,33.67670822,-117.9219055
55,1023 Honey Grove,Caguas,PR,725.0,Puerto Rico,18.21958351,-66.3706131
56,1023 Little Townline,Porterville,CA,93257.0,EE. UU.,36.06955338,-119.0176849
57,1023 Merry Canyon,Alameda,CA,94501.0,EE. UU.,37.77148056,-122.2670288
58,1023 Merry Canyon,Caguas,PR,725.0,Puerto Rico,18.22418594,-66.03705597
59,1023 Merry Canyon,Caguas,PR,725.0,Puerto Rico,18.24620819,-66.37062073
60,1023 Merry Canyon,Caguas,PR,725.0,Puerto Rico,18.26152992,-66.03704834
61,1023 Rocky Hollow,Annandale,VA,22003.0,EE. UU.,38.82551575,-77.21334839
62,1023 Rocky Hollow,Caguas,PR,725.0,Puerto Rico,18.23762894,-66.37059784
63,1023 Rocky Hollow,Caguas,PR,725.0,Puerto Rico,18.27781487,-66.03705597
64,1023 Rocky Hollow,Caguas,PR,725.0,Puerto Rico,18.29874611,-66.03705597
65,1025 Colonial Plaza,Caguas,PR,725.0,Puerto Rico,18.20261383,-66.0370636
66,1025 Colonial Plaza,Caguas,PR,725.0,Puerto Rico,18.24120712,-66.37050629
67,1025 Colonial Plaza,Caguas,PR,725.0,Puerto Rico,18.26404381,-66.03705597
68,1025 Colonial Plaza,Caguas,PR,725.0,Puerto Rico,18.27672005,-66.0370636
69,1025 Colonial Plaza,Caguas,PR,725.0,Puerto Rico,18.29140282,-66.37052155
70,1025 Colonial Plaza,Caguas,PR,725.0,Puerto Rico,18.29614067,-66.03705597
71,1025 Green Row,Caguas,PR,725.0,Puerto Rico,18.23737717,-66.37052155
72,1027 Blue Port,Caguas,PR,725.0,Puerto Rico,18.23900414,-66.37054443
73,1027 Blue Port,Caguas,PR,725.0,Puerto Rico,18.27520561,-66.37056732
74,1027 Green Autoroute,Stockton,CA,95207.0,EE. UU.,37.9607048,-121.3056793
75,1028 Shady Panda Manor,Santa Clara,CA,95051.0,EE. UU.,37.34420395,-121.9884415
76,1034 Dusty Pine Green,Caguas,PR,725.0,Puerto Rico,18.28960037,-66.37055206
77,1034 Dusty Pine Green,Lenoir,NC,28645.0,EE. UU.,35.94546509,-81.56105804
78,1034 Dusty Pine Green,Saint Louis,MO,63136.0,EE. UU.,38.63608551,-90.34693146
79,1034 Easy Brook Bank,Caguas,PR,725.0,Puerto Rico,18.26980972,-66.37063599
80,1035 Hidden Glade,Caguas,PR,725.0,Puerto Rico,18.27758026,-66.37062073
81,1039 Red Towers,Loveland,OH,45140.0,EE. UU.,39.27096558,-84.272995
82,1040 Hazy Timber Lookout,Bell Gardens,CA,90201.0,EE. UU.,33.97483063,-118.1829376
83,1040 Hazy Timber Lookout,Strongsville,OH,44136.0,EE. UU.,41.30748749,-81.83231354
84,1040 Hazy Timber Lookout,Strongsville,OH,44136.0,EE. UU.,41.3469696,-81.82631683
85,1040 Hazy Timber Lookout,Strongsville,OH,44136.0,EE. UU.,41.34735107,-81.83055115
86,1040 Quaking Mountain Heath,Astoria,NY,11103.0,EE. UU.,40.76861954,-73.90949249
87,1040 Quaking Mountain Heath,Caguas,PR,725.0,Puerto Rico,18.22172356,-66.37054443
88,1040 Quaking Mountain Heath,Lake Forest,CA,92630.0,EE. UU.,34.11773682,-117.7338486
89,1040 Shady Horse Limits,Bronx,NY,10473.0,EE. UU.,40.8441658,-73.87766266
90,1040 Shady Horse Limits,Caguas,PR,725.0,Puerto Rico,18.23272514,-66.03705597
91,1040 Shady Horse Limits,Caguas,PR,725.0,Puerto Rico,18.23371506,-66.37059784
92,1040 Shady Horse Limits,Caguas,PR,725.0,Puerto Rico,18.24754334,-66.37062836
93,1040 Shady Horse Limits,Caguas,PR,725.0,Puerto Rico,18.28709221,-66.0370636
94,1040 Shady Horse Limits,Compton,CA,90220.0,EE. UU.,33.89582443,-118.2425995
95,1040 Shady Horse Limits,Philadelphia,PA,19134.0,EE. UU.,39.98654556,-75.1084671
96,1040 Shady Horse Limits,Tampa,FL,33614.0,EE. UU.,28.03085518,-82.50086212
97,1043 Golden Timber Impasse,Buffalo,NY,14215.0,EE. UU.,42.94129181,-78.80055237
98,1043 Golden Timber Impasse,Caguas,PR,725.0,Puerto Rico,18.22985649,-66.37059021
99,1043 Golden Timber Impasse,Caguas,PR,725.0,Puerto Rico,18.23768616,-66.37051392
100,1043 Golden Timber Impasse,Philadelphia,PA,19111.0,EE. UU.,40.05984879,-75.08175659
101,1043 Thunder Spring Mountain,Caguas,PR,725.0,Puerto Rico,18.22855759,-66.37060547
102,1043 Wishing Bear Ramp,El Paso,TX,79936.0,EE. UU.,31.76372337,-106.4941864
103,1043 Wishing Bear Ramp,Hyattsville,MD,20783.0,EE. UU.,38.98765183,-76.98097229
104,1044 Dusty Beach,Oregon City,OR,97045.0,EE. UU.,45.35498428,-122.6026993
105,1044 Dusty Beach,Rio Grande,PR,745.0,Puerto Rico,30.27419853,-97.74797058
106,1044 Merry Green,Caguas,PR,725.0,Puerto Rico,18.2041626,-66.37062073
107,1050 Grand Forest Towers,Caguas,PR,725.0,Puerto Rico,18.25778008,-66.37055969
108,1050 Grand Forest Towers,Caguas,PR,725.0,Puerto Rico,18.26472473,-66.37050629
109,1050 Grand Forest Towers,Los Angeles,CA,90004.0,EE. UU.,34.07558823,-118.2997131
110,1050 Grand Forest Towers,Wyandotte,MI,48192.0,EE. UU.,42.20660782,-83.1534729
111,1050 Sunny River Line,Caguas,PR,725.0,Puerto Rico,18.20479965,-66.0370636
112,1050 Sunny River Line,Caguas,PR,725.0,Puerto Rico,18.2220211,-66.03705597
113,1050 Sunny River Line,Caguas,PR,725.0,Puerto Rico,18.24534798,-66.37050629
114,1050 Sunny River Line,Caguas,PR,725.0,Puerto Rico,18.28420448,-66.37060547
115,1052 Golden Deer Lookout,Morristown,NJ,7960.0,EE. UU.,40.79858398,-74.4823761
116,1052 Merry Leaf Autoroute,Caguas,PR,725.0,Puerto Rico,18.22352982,-66.37058258
117,1052 Misty Dale Vista,Daly City,CA,94015.0,EE. UU.,37.69598389,-122.4800415
118,1055 Crystal Woods,Los Angeles,CA,90027.0,EE. UU.,34.03905487,-118.2566757
119,1055 Crystal Woods,Oxnard,CA,93030.0,EE. UU.,34.19039154,-119.177803
120,1055 Indian Pointe,Caguas,PR,725.0,Puerto Rico,18.25844002,-66.3705368
121,1055 Rustic Avenue,Caguas,PR,725.0,Puerto Rico,18.21587563,-66.0370636
122,1055 Rustic Avenue,Caguas,PR,725.0,Puerto Rico,18.26154709,-66.03705597
123,1055 Rustic Avenue,Caguas,PR,725.0,Puerto Rico,18.27612877,-66.3705368
124,1056 Cotton Run,Caguas,PR,725.0,Puerto Rico,18.2022934,-66.37051392
125,1056 Cotton Run,Caguas,PR,725.0,Puerto Rico,18.2475605,-66.02527618
126,1056 Cotton Run,Caguas,PR,725.0,Puerto Rico,18.28266144,-66.03705597
127,1056 Cotton Run,Orlando,FL,32808.0,EE. UU.,28.57764053,-81.44708252
128,1056 Cotton Run,York,PA,17402.0,EE. UU.,39.95331574,-76.64919281
129,1056 Cotton Run ,Caguas,PR,725.0,Puerto Rico,18.20754623,-66.03704834
130,1056 Quiet Turnabout,Caguas,PR,725.0,Puerto Rico,18.28589821,-66.37049866
131,1056 Quiet Turnabout,Victorville,CA,92392.0,EE. UU.,34.50935745,-117.3302917
132,1063 Fallen Subdivision,Caguas,PR,725.0,Puerto Rico,18.20542717,-66.37052918
133,1063 Fallen Subdivision,Lilburn,GA,30047.0,EE. UU.,33.90919495,-84.159935
134,1063 Fallen Subdivision,Lilburn,GA,30047.0,EE. UU.,33.90938187,-84.15722656
135,1063 Fallen Subdivision ,Lilburn,GA,30047.0,EE. UU.,33.90938187,-84.15722656
136,1063 Green Estates,Caguas,PR,725.0,Puerto Rico,18.2067318,-66.37050629
137,1063 Lost Concession,Chicago,IL,60608.0,EE. UU.,41.89622498,-87.6543808
138,1065 Gentle Deer Bank,Cleveland,OH,44105.0,EE. UU.,41.45246887,-81.64302826
139,1065 Iron Lake Island,Caguas,PR,725.0,Puerto Rico,18.24533081,-66.37060547
140,1065 Iron Lake Island,Chicago,IL,60629.0,EE. UU.,41.89621735,-87.65494537
141,1065 Iron Lake Island,Pompano Beach,FL,33064.0,EE. UU.,26.28325081,-80.09656525
142,1066 Hidden Green,Honolulu,HI,96818.0,EE. UU.,21.343153,-157.906601
143,1066 Hidden Green,Orlando,FL,32822.0,EE. UU.,28.51626968,-81.30583191
144,1066 Hidden Ridge,Aurora,CO,80013.0,EE. UU.,39.49591446,-98.98998261
145,1066 Hidden Ridge,Marietta,GA,30067.0,EE. UU.,33.9172287,-84.47109222
146,1066 Stony Bay,Meridian,ID,83642.0,EE. UU.,43.61359024,-116.3935623
147,1066 Stony Bay,New York,NY,10024.0,EE. UU.,40.78577042,-73.97601318
148,1066 Stony Bay,Porterville,CA,93257.0,EE. UU.,36.06955338,-119.0176849
149,1066 Stony Bay,Tampa,FL,33624.0,EE. UU.,28.10211754,-82.51211548
150,107 Lazy Court,Bensalem,PA,19020.0,EE. UU.,40.11061859,-74.94393921
151,107 Wishing Gate,Caguas,PR,725.0,Puerto Rico,18.20162582,-66.0370636
152,107 Wishing Gate,Caguas,PR,725.0,Puerto Rico,18.23206139,-66.03705597
153,107 Wishing Gate,Caguas,PR,725.0,Puerto Rico,18.27618027,-66.37058258
154,1070 Dusty Beacon Maze,Caguas,PR,725.0,Puerto Rico,18.21605682,-66.37055969
155,1070 Dusty Beacon Maze,Caguas,PR,725.0,Puerto Rico,18.24057007,-66.37055206
156,1070 Dusty Beacon Maze,Caguas,PR,725.0,Puerto Rico,18.29229355,-66.03704834
157,1070 Dusty Beacon Maze,Honolulu,HI,96817.0,EE. UU.,21.32156754,-157.8721771
158,1070 Dusty Beacon Maze,Saint Paul,MN,55124.0,EE. UU.,44.72552109,-93.20613098
159,1070 Wishing Panda Ramp,Caguas,PR,725.0,Puerto Rico,18.20489121,-66.37063599
160,1070 Wishing Panda Ramp,Caguas,PR,725.0,Puerto Rico,18.23559761,-66.37062836
161,1071 Cotton Lane,Caguas,PR,725.0,Puerto Rico,18.22890091,-66.0370636
162,1071 Cotton Lane,Caguas,PR,725.0,Puerto Rico,18.26540375,-66.37054443
163,1071 Merry Carrefour,Jersey City,NJ,7307.0,EE. UU.,40.74726105,-74.04908752
164,1073 Green Leaf Green,Miami,FL,33161.0,EE. UU.,25.88852501,-80.17294312
165,1073 Pleasant Cloud Centre,Caguas,PR,725.0,Puerto Rico,18.28552437,-66.03705597
166,1073 Pleasant Cloud Centre,Caguas,PR,725.0,Puerto Rico,18.28869438,-66.37052155
167,1077 Grand Lake Stead,Caguas,PR,725.0,Puerto Rico,18.21321678,-66.37051392
168,1077 Grand Lake Stead,Caguas,PR,725.0,Puerto Rico,18.25697136,-66.03704834
169,1077 Grand Lake Stead,Caguas,PR,725.0,Puerto Rico,18.27315521,-66.03705597
170,1077 Grand Lake Stead,Guaynabo,PR,969.0,Puerto Rico,18.37199974,-66.09887695
171,1077 Jagged Grove Crescent,Caguas,PR,725.0,Puerto Rico,18.23306084,-66.37052155
172,1077 Jagged Grove Crescent,Caguas,PR,725.0,Puerto Rico,18.25998688,-66.0370636
173,1077 Middle River Heights,Caguas,PR,725.0,Puerto Rico,18.20012474,-66.37052155
174,1078 Indian Hickory Road,Caguas,PR,725.0,Puerto Rico,18.24513245,-66.37052918
175,1078 Indian Hickory Road,Caguas,PR,725.0,Puerto Rico,18.25872231,-66.03705597
176,1078 Misty Blossom Meadow,Bloomfield,NJ,7003.0,EE. UU.,40.79354096,-74.19637299
177,1078 Misty Blossom Meadow,Caguas,PR,725.0,Puerto Rico,18.21475983,-66.03704834
178,1078 Misty Blossom Meadow,Caguas,PR,725.0,Puerto Rico,18.22761726,-66.3705368
179,1078 Misty Blossom Meadow,Caguas,PR,725.0,Puerto Rico,18.25792122,-66.03704834
180,1078 Misty Blossom Meadow,South El Monte,CA,91733.0,EE. UU.,34.0472908,-118.0503235
181,1081 Heather Boulevard,Fremont,CA,94539.0,EE. UU.,37.49027634,-121.9271088
182,1081 Heather Boulevard,Hialeah,FL,33015.0,EE. UU.,25.9354763,-80.3160553
183,1081 Little Concession,Fond Du Lac,WI,54935.0,EE. UU.,43.75397492,-88.41363525
184,1082 Clear Rise,Caguas,PR,725.0,Puerto Rico,18.25048065,-66.37051392
185,1082 Grand Treasure Row,Potomac,MD,20854.0,EE. UU.,39.05631256,-77.16165924
186,1082 Harvest Ledge,Jackson,MI,49201.0,EE. UU.,42.55441284,-84.30307007
187,1082 High Via,Caguas,PR,725.0,Puerto Rico,18.2491436,-66.37051392
188,1082 High Via,Greenville,NC,27834.0,EE. UU.,35.68597794,-77.32643127
189,1082 Quiet Treasure Link,Caguas,PR,725.0,Puerto Rico,18.20244789,-66.03705597
190,1082 Quiet Treasure Link,Caguas,PR,725.0,Puerto Rico,18.20733643,-66.03705597
191,1082 Quiet Treasure Link,Caguas,PR,725.0,Puerto Rico,18.26551628,-66.3706131
192,1082 Quiet Treasure Link,Hawthorne,CA,90250.0,EE. UU.,33.91221619,-118.3525696
193,1082 Quiet Treasure Link,Hawthorne,CA,90250.0,EE. UU.,34.74763489,-120.5118332
194,1082 Rustic Rabbit Street,Caguas,PR,725.0,Puerto Rico,18.21579933,-66.03705597
195,1082 Rustic Rabbit Street,Caguas,PR,725.0,Puerto Rico,18.22519493,-66.03705597
196,1082 Rustic Rabbit Street,Caguas,PR,725.0,Puerto Rico,18.35899162,-66.07816315
197,1082 Rustic Rabbit Street,Dallas,TX,75231.0,EE. UU.,32.87014008,-96.75692749
198,1087 Crystal Horse Beach,Mechanicsburg,PA,17055.0,EE. UU.,40.21145248,-77.0072937
199,1087 Crystal Horse Beach,Spokane,WA,99205.0,EE. UU.,47.67959595,-117.4249268
200,1088 Jagged Hills Nook,Caguas,PR,725.0,Puerto Rico,18.23387528,-66.3705368
201,1088 Jagged Hills Nook,Caguas,PR,725.0,Puerto Rico,18.29502678,-66.03705597
202,1088 Jagged Hills Nook,Caguas,PR,725.0,Puerto Rico,18.2986145,-66.03704834
203,1088 Jagged Hills Nook,San Diego,CA,92109.0,EE. UU.,32.76118851,-117.2454453
204,1088 Umber Zephyr Trail,Bend,OR,97701.0,EE. UU.,44.07599258,-120.9686584
205,109 Hazy Heath,Bismarck,ND,58501.0,EE. UU.,46.80438995,-100.7311554
206,109 Hazy Heath,Bronx,NY,10473.0,EE. UU.,40.80741882,-73.85780335
207,109 Hazy Heath,Los Angeles,CA,90033.0,EE. UU.,34.04983521,-118.2127457
208,1096 Cozy Point,Brooklyn,NY,11203.0,EE. UU.,40.64674377,-73.94338989
209,1096 Green Wood,Las Vegas,NV,89108.0,EE. UU.,36.15898514,-115.147522
210,1098 Fallen By-pass,Alhambra,CA,91801.0,EE. UU.,34.10591126,-118.1196442
211,1098 Fallen By-pass,Caguas,PR,725.0,Puerto Rico,18.20590019,-66.37055206
212,1098 Fallen By-pass,Caguas,PR,725.0,Puerto Rico,18.22783279,-66.37056732
213,1098 Fallen By-pass,Caguas,PR,725.0,Puerto Rico,18.23560906,-66.03705597
214,1098 Fallen By-pass,Caguas,PR,725.0,Puerto Rico,18.26729584,-66.3705368
215,1098 Fallen By-pass,Caguas,PR,725.0,Puerto Rico,18.2863121,-66.03705597
216,1098 Silent Mall ,El Centro,CA,92243.0,EE. UU.,32.79750443,-115.5654602
217,1099 High Green,Caguas,PR,725.0,Puerto Rico,18.21018028,-66.03705597
218,1099 High Green,Caguas,PR,725.0,Puerto Rico,18.24757004,-66.02526093
219,1099 High Green ,Caguas,PR,725.0,Puerto Rico,18.21374512,-66.0370636
220,1099 Silent Thicket,Amarillo,TX,79109.0,EE. UU.,35.18754196,-101.8676224
221,11 Foggy Creek Glade,Diamond Bar,CA,91765.0,EE. UU.,34.02122116,-117.7718201
222,11 Velvet Goose Court,Elk Grove,CA,95758.0,EE. UU.,38.41569519,-121.4185638
223,1100 Amber Turnabout,Caguas,PR,725.0,Puerto Rico,18.23181152,-66.03705597
224,1100 Amber Turnabout,Caguas,PR,725.0,Puerto Rico,18.2692585,-66.37057495
225,1100 Amber Turnabout,Caguas,PR,725.0,Puerto Rico,18.28052521,-66.03704834
226,1100 Amber Turnabout,Las Vegas,NV,89117.0,EE. UU.,36.15852737,-115.1483994
227,1102 Cozy Wynd,Baltimore,MD,21218.0,EE. UU.,39.27654266,-76.6155777
228,1102 Cozy Wynd,Caguas,PR,725.0,Puerto Rico,18.22092629,-66.37059021
229,1102 Cozy Wynd,Elmhurst,NY,11373.0,EE. UU.,40.7465477,-73.87735748
230,1102 Misty Rabbit Alley,Cumberland,MD,21502.0,EE. UU.,39.6300354,-78.74319458
231,1102 Misty Rabbit Alley,Cumberland,MD,21502.0,EE. UU.,39.63862991,-78.82218933
232,1102 Misty Rabbit Alley,Cumberland,MD,21502.0,EE. UU.,39.65353012,-78.76384735
233,1102 Pleasant Maze,Caguas,PR,725.0,Puerto Rico,18.24552536,-66.03705597
234,1102 Pleasant Maze,Caguas,PR,725.0,Puerto Rico,18.25363159,-66.0370636
235,1102 Pleasant Maze,Caguas,PR,725.0,Puerto Rico,18.26465988,-66.37062836
236,1102 Pleasant Maze,Columbus,OH,43207.0,EE. UU.,39.94598389,-82.96731567
237,1102 Pleasant Maze,Columbus,OH,43207.0,EE. UU.,41.44664383,-82.70783997
238,1102 Pleasant Maze,Garden Grove,CA,92843.0,EE. UU.,33.76401901,-117.9137421
239,1102 Pleasant Maze,Garden Grove,CA,92843.0,EE. UU.,33.76652145,-117.9461899
240,1102 Pleasant Maze,New York,NY,10029.0,EE. UU.,40.64618683,-73.94862366
241,1102 Pleasant Maze,New York,NY,10029.0,EE. UU.,40.66558456,-73.92606354
242,1102 Pleasant Maze,Orlando,FL,32825.0,EE. UU.,28.55625916,-81.27587128
243,1102 Pleasant Maze ,Columbus,OH,43207.0,EE. UU.,39.94598389,-82.96731567
244,1102 Pleasant Maze ,Garden Grove,CA,92843.0,EE. UU.,33.76652145,-117.9461899
245,1102 Pleasant Maze ,New York,NY,10029.0,EE. UU.,40.66558456,-73.92606354
246,1108 Harvest Street,Caguas,PR,725.0,Puerto Rico,18.20452118,-66.37063599
247,1108 Harvest Street,Caguas,PR,725.0,Puerto Rico,18.21661186,-66.37054443
248,1108 Harvest Street,Caguas,PR,725.0,Puerto Rico,18.2261982,-66.0370636
249,1108 Harvest Street,Caguas,PR,725.0,Puerto Rico,18.2599678,-66.0370636
250,1108 Harvest Street,Caguas,PR,725.0,Puerto Rico,18.26172447,-66.03705597
251,1108 Harvest Street,Caguas,PR,725.0,Puerto Rico,18.28780174,-66.03705597
252,1108 Lost Campus,Caguas,PR,725.0,Puerto Rico,18.21658135,-66.03704834
253,1108 Lost Campus,Caguas,PR,725.0,Puerto Rico,18.2301712,-66.37063599
254,1108 Lost Campus,Hyattsville,MD,20783.0,EE. UU.,38.97014999,-76.9909668
255,1108 Lost Campus,Weslaco,TX,78596.0,EE. UU.,26.14579964,-97.95825195
256,1108 Lost Campus,York,PA,17404.0,EE. UU.,39.96356964,-76.76670837
257,1108 Sunny Avenue,Lake Forest,CA,92630.0,EE. UU.,33.62503815,-117.6972046
258,1109 Heather Rise,Rego Park,NY,11374.0,EE. UU.,40.73192978,-73.8688736
259,1109 Rustic Ridge,Greensboro,NC,27406.0,EE. UU.,36.05080414,-79.79826355
260,1109 Rustic Ridge,Greenville,NC,27834.0,EE. UU.,35.80388641,-77.47067261
261,1109 Rustic Ridge,Memphis,TN,38118.0,EE. UU.,35.06880951,-89.9284668
262,1109 Rustic Ridge,Princeton,NJ,8540.0,EE. UU.,40.39253616,-74.65000916
263,1109 Wishing Crest,Irvington,NJ,7111.0,EE. UU.,40.73097992,-74.22322846
264,1110 Merry Trace,Cumberland,MD,21502.0,EE. UU.,39.63815308,-78.82398987
265,1111 Cotton Vista,Caguas,PR,725.0,Puerto Rico,18.22709274,-66.37062073
266,1111 Cotton Vista,Carlisle,PA,17013.0,EE. UU.,40.21443939,-77.18659973
267,1111 Cotton Vista,Carlisle,PA,17013.0,EE. UU.,40.21802902,-77.1828537
268,1111 Cotton Vista ,Carlisle,PA,17013.0,EE. UU.,40.21443939,-77.18659973
269,1111 Velvet Path,Caguas,PR,725.0,Puerto Rico,18.2528019,-66.03705597
270,1111 Velvet Path,Caguas,PR,725.0,Puerto Rico,18.26220894,-66.37054443
271,1111 Velvet Path,Caguas,PR,725.0,Puerto Rico,18.28247833,-66.03705597
272,1111 Velvet Path,Summerville,SC,29483.0,EE. UU.,33.01840973,-80.14975739
273,1112 Cinder Woods,Caguas,PR,725.0,Puerto Rico,18.21031189,-66.03705597
274,1112 Cinder Woods,Caguas,PR,725.0,Puerto Rico,18.24503517,-66.3706131
275,1112 Cinder Woods,Caguas,PR,725.0,Puerto Rico,18.25729942,-66.03704834
276,1112 Cinder Woods,Caguas,PR,725.0,Puerto Rico,18.29180908,-66.37050629
277,1112 Quaking Panda Way,Bayamon,PR,957.0,Puerto Rico,18.38011932,-66.18312836
278,1112 Quaking Panda Way,Caguas,PR,725.0,Puerto Rico,18.21434784,-66.03704834
279,1112 Quaking Panda Way,Caguas,PR,725.0,Puerto Rico,18.26306915,-66.3706131
280,1112 Quaking Panda Way,Caguas,PR,725.0,Puerto Rico,18.27672768,-66.03705597
281,1112 Rustic Range,Caguas,PR,725.0,Puerto Rico,18.21918488,-66.03705597
282,1112 Rustic Range,Caguas,PR,725.0,Puerto Rico,18.22683716,-66.03705597
283,1112 Rustic Range,Caguas,PR,725.0,Puerto Rico,18.25432777,-66.37052155
284,1112 Rustic Range,Miami,FL,33161.0,EE. UU.,25.88852501,-80.17294312
285,1112 Sunny Pond Wood,Caguas,PR,725.0,Puerto Rico,18.20211601,-66.0370636
286,1112 Sunny Pond Wood,Caguas,PR,725.0,Puerto Rico,18.20561028,-66.37050629
287,1112 Sunny Pond Wood,Caguas,PR,725.0,Puerto Rico,18.2176075,-66.37055969
288,1112 Sunny Pond Wood,Caguas,PR,725.0,Puerto Rico,18.22898102,-66.0370636
289,1112 Sunny Pond Wood,Caguas,PR,725.0,Puerto Rico,18.25558853,-66.37063599
290,1112 Sunny Pond Wood,Chandler,AZ,85225.0,EE. UU.,33.32296753,-111.8416901
291,1116 Hazy Path,Caguas,PR,725.0,Puerto Rico,18.20906067,-66.0370636
292,1116 Hazy Path,Caguas,PR,725.0,Puerto Rico,18.22090912,-66.03704834
293,1116 Hazy Path,Caguas,PR,725.0,Puerto Rico,18.24798775,-66.37058258
